FDR,TPR,FPR,SHD,nnz,Precision,Recall,F-score,Method,RuntimeSeconds
0.8868778280542986,0.9259259259259259,0.92018779342723,214,221,0.11312217194570136,0.9259259259259259,0.20161290322580647,PNL,416.51524158299435
