FDR,TPR,FPR,SHD,nnz,Precision,Recall,F-score,Method,RuntimeSeconds
0.782608695652174,0.18518518518518517,0.08450704225352113,56,23,0.21739130434782608,0.18518518518518517,0.19999999999999998,Direct-LiNGAM,0.3923649999778718
