FDR,TPR,FPR,SHD,nnz,Precision,Recall,F-score,Method,RuntimeSeconds
0.9354838709677419,0.07407407407407407,0.13615023474178403,70,31,0.06451612903225806,0.07407407407407407,0.06896551724137931,GES,3.2951399160083383
