FDR,TPR,FPR,SHD,nnz,Precision,Recall,F-score,Method,RuntimeSeconds
0.8571428571428571,0.4074074074074074,0.30985915492957744,98,77,0.14285714285714285,0.4074074074074074,0.21153846153846154,DAG-GNN,75.15337166597601
