FDR,TPR,FPR,SHD,nnz,Precision,Recall,F-score,Method,RuntimeSeconds
0.8833333333333333,0.25925925925925924,0.24882629107981222,89,60,0.11666666666666667,0.25925925925925924,0.16091954022988508,Notear-Lowrank,57.921206834027544
