FDR,TPR,FPR,SHD,nnz,Precision,Recall,F-score,Method,RuntimeSeconds
0.9375,0.037037037037037035,0.07042253521126761,57,16,0.0625,0.037037037037037035,0.046511627906976744,ExMAG,1.7981523330090567
