FDR,TPR,FPR,SHD,nnz,Precision,Recall,F-score,Method,RuntimeSeconds
0.8333333333333334,0.1111111111111111,0.07042253521126761,55,18,0.16666666666666666,0.1111111111111111,0.13333333333333333,GraNDAG,90.53658516705036
