FDR,TPR,FPR,SHD,nnz,Precision,Recall,F-score,Method,RuntimeSeconds
0.8888888888888888,0.1111111111111111,0.11267605633802817,64,27,0.1111111111111111,0.1111111111111111,0.1111111111111111,MCSL,301.135352209094
