FDR,TPR,FPR,SHD,nnz,Precision,Recall,F-score,Method,RuntimeSeconds
0.8,0.07407407407407407,0.03755868544600939,49,10,0.2,0.07407407407407407,0.10810810810810811,GOLEM,57.968703374965116
