FDR,TPR,FPR,SHD,nnz,Precision,Recall,F-score,Method,RuntimeSeconds
0.7,0.1111111111111111,0.03286384976525822,47,10,0.3,0.1111111111111111,0.16216216216216217,PC-Stable,2.7416534159565344
