FDR,TPR,FPR,SHD,nnz,Precision,Recall,F-score,Method,RuntimeSeconds
0.6666666666666666,0.037037037037037035,0.009389671361502348,44,3,0.3333333333333333,0.037037037037037035,0.06666666666666667,GAE,252.96083650004584
