FDR,TPR,FPR,SHD,nnz,Precision,Recall,F-score,Method,RuntimeSeconds
0.8064516129032258,0.2222222222222222,0.11737089201877934,62,31,0.1935483870967742,0.2222222222222222,0.20689655172413793,Notear-Lowrank,32.998651499976404
