FDR,TPR,FPR,SHD,nnz,Precision,Recall,F-score,Method,RuntimeSeconds
0.8076923076923077,0.18518518518518517,0.09859154929577464,59,26,0.19230769230769232,0.18518518518518517,0.18867924528301885,Notear-NonLinear,191.95450799993705
